TYPE,CATEGORY,NAME,LATITUDE,LONGITUDE,ADDRESS,CITY,STATE,ZIP,COUNTY,desc,STRATEGIC VALUE,ECONOMIC IMPACT,PHYSICAL IMPACT,SYSTEMIC IMPACT,PHYSICAL IMPACT RADIUS (mi),ZIPS AFFECTED,OCCUPIED HOUSING UNITS,POPULATION AFFECTED,RAW_IMPACT
Local Emergency Operations Center,Emergency Services,City Of Borger / Hutchinson County Emergency Operations Center-Alternate,35.8274378,-101.4422479,500 North Main Street,Stinnett,TX,79083,Hutchinson County,This county-level emergency operations center services Hutchinson County. It can be reached at 806-878-4000.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Irion County Emergency Operations Center,31.2587581,-100.8191284,209 North Park View Street,Mertzon,TX,76941,Irion County,This county-level emergency operations center services Irion County. It can be reached at 325-835-2551.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Hudspeth County Emergency Operations Center-Alternate,31.1807233,-105.3576791,525 North Wilson Avenue,Sierra Blanca,TX,79851,Hudspeth County,This county-level emergency operations center services Hudspeth County. It can be reached at 915-369-2161.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Jefferson County Emergency Operations Center,30.0791124,-94.0933118,1149 Pearl Street,Beaumont,TX,77701,Jefferson County,This county-level emergency operations center services Jefferson County. It can be reached at 409-835-8757.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Taylor County Emergency Operations Center,32.4539653,-99.7305125,555 Walnut Street,Abilene,TX,79601,Taylor County,This county-level emergency operations center services Taylor County. It can be reached at 325-676-6683.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Florence Emergency Operations Center,30.8391129,-97.7929265,301 South Patterson Avenue,Florence,TX,76527,Williamson County,This local emergency operations center services Florence. It can be reached at 254-793-2591.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Wood County Emergency Operations Center,32.7960668,-95.448318,403 East Goode Street,Quitman,TX,75783,Wood County,This county-level emergency operations center services Wood County. It can be reached at 903-763-2221.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Stephens County Emergency Operations Center,32.7558235,-98.9045127,200 West Walker Street,Breckenridge,TX,76424,Stephens County,This county-level emergency operations center services Stephens County. It can be reached at 254-559-2481.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,City Of Borger Emergency Operations Center / Hutchinson County Emergency Operations Center,35.6718789,-101.3895051,600 North Main Street,Borger,TX,79007,Hutchinson County,This county-level emergency operations center services Hutchinson County. It can be reached at 806-273-0999.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,City Of Hempstead Emergency Operations Center,30.0914752,-96.0795982,1400 11Th Street,Hempstead,TX,77445,Waller County,This local emergency operations center services Hempstead. It can be reached at 979-826-2323.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Haltom City Emergency Operations Center,32.810106,-97.2663537,5525 Broadway Avenue,Haltom City,TX,76117,Tarrant County,This local emergency operations center services Haltom City. It can be reached at 817-759-8660.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Ward County Emergency Operations Center,31.5921297,-102.8894937,300 East 4Th Street,Monahans,TX,79756,Ward County,This county-level emergency operations center services Ward County. It can be reached at 432-943-6703.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Port Aransas Emergency Operations Center,27.8366631,-97.0683848,710 West Avenue A,Port Aransas,TX,78373,Nueces County,This local emergency operations center services Port Aransas. It can be reached at 361-749-4111.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Wharton County Emergency Operations Center,29.308739,-96.0977585,315 East Elm Street,Wharton,TX,77488,Wharton County,This county-level emergency operations center services Wharton County. It can be reached at 979-532-1550.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Robertson County Emergency Operations Center,31.0264978,-96.4880919,113 West Decherd Street,Franklin,TX,77856,Robertson County,This county-level emergency operations center services Robertson County. It can be reached at 979-828-3299.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,City Of Duncanville Emergency Operations Center-Alternate 2,32.6464848,-96.9060999,203 East Wheatland Road,Duncanville,TX,75116,Dallas County,This local emergency operations center services Duncanville. It can be reached at 972-780-5000.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Sterling County Emergency Operations Center,31.8359666,-100.9878104,609 4Th Avenue,Sterling City,TX,76951,Sterling County,This county-level emergency operations center services Sterling County. It can be reached at 325-378-3481.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,City Of Duncanville Emergency Operations Center-Alternate 1,32.5885137,-96.8456231,200 South Parks Drive,Desoto,TX,75115,Dallas County,This local emergency operations center services Desoto. It can be reached at 972-223-6111.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,North Richland Hills Emergency Operations Center-Alternate,32.8582478,-97.230453,7202 Dick Fisher Drive North,North Richland Hills,TX,76180,Tarrant County,This local emergency operations center services North Richland Hills. It can be reached at 817-427-6900.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Haltom City Emergency Operations Center-Alternate,32.8404325,-97.2772351,4849 Northeast Loop 820,Haltom,TX,76137,Tarrant County,This local emergency operations center services Haltom. It can be reached at 817-485-7550.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Terrell County Emergency Operations Center-Alternate,30.1426629,-102.3954447,100 East Hackberry Street,Sanderson,TX,79848,Terrell County,This county-level emergency operations center services Terrell County. It can be reached at 432-345-2282.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Hockley County Emergency Operations Center,33.5783201,-102.3787986,1310 Avenue H,Levelland,TX,79336,Hockley County,This county-level emergency operations center services Hockley County. It can be reached at 806-894-3126.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Houston County Emergency Operations Center-Alternate,31.3194507,-95.4558709,202 North 6Th Street,Crockett,TX,75835,Houston County,This county-level emergency operations center services Houston County. It can be reached at 936-544-5553.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Hopkins County Emergency Operations Center,33.1396649,-95.5986965,298 Rosemont Street,SuLPhur Springs,TX,75482,Hopkins County,This county-level emergency operations center services Hopkins County. It can be reached at 903-438-4040.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Howard County Emergency Operations Center,32.2527742,-101.4726032,400 East 4Th Street,Big Spring,TX,79720,Howard County,This county-level emergency operations center services Howard County. It can be reached at 432-264-2550.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Reagan County Emergency Operations Center-Alternate,31.1930882,-101.4597034,320 North Plaza Avenue,Big Lake,TX,76932,Reagan County,This county-level emergency operations center services Reagan County. It can be reached at 325-884-2929.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Rains County Emergency Operations Center,32.8752382,-95.7657194,101 West North Street,Emory,TX,75440,Rains County,This county-level emergency operations center services Rains County. It can be reached at 903-473-3234.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,City Of Canyon Emergency Operations Center,34.9807227,-101.9269649,301 16Th Street,Canyon,TX,79015,Randall County,This local emergency operations center services Canyon. It can be reached at 806-655-5010.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Jackson County Emergency Operations Center,28.9776459,-96.6467035,115 West Main Street,Edna,TX,77957,Jackson County,This county-level emergency operations center services Jackson County. It can be reached at 361-782-3398.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Kenedy County Emergency Operations Center,27.2222973,-97.7920997,151 North Mallory Street,Sarita,TX,78385,Kenedy County,This county-level emergency operations center services Kenedy County. It can be reached at 361-294-5220.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Orange County Emergency Operations Center-Alternate,30.0943296,-93.736068,704 Elm Street,Orange,TX,77630,Orange County,This county-level emergency operations center services Orange County. It can be reached at 409-882-7895.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,San Jacinto County Emergency Operations Center,30.5912642,-95.1282166,51 East Pine Avenue,Coldspring,TX,77331,San Jacinto County,This county-level emergency operations center services San Jacinto County. It can be reached at 936-653-3395.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,"Amarillo, Potter, Randall Office Of Emergency Management Emergency Operations Center",35.2068331,-101.8310912,509 Southeast 7Th Avenue,Amarillo,TX,79101,Potter County,This local emergency operations center services Amarillo. It can be reached at 806-378-3004.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Reeves County Emergency Operations Center / Cities Of Pecos Balmorhea And Toyah Emergency Operations Center-Alternate,31.4237519,-103.4938894,500 South Oak Street,Pecos,TX,79772,Reeves County,This county-level emergency operations center services Reeves County. It can be reached at 432-445-4901.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Karnes County Emergency Operations Center,28.8852325,-97.9015391,101 North Panna Maria Avenue,Karnes City,TX,78118,Karnes County,This county-level emergency operations center services Karnes County. It can be reached at 830-780-3938.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Fritch Emergency Operations Center,35.639069,-101.6047938,602 West Broadway Street,Fritch,TX,79036,Hutchinson County,This local emergency operations center services Fritch. It can be reached at 806-857-2515.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Crockett County Emergency Operations Center,30.7116535,-101.2000984,903 Avenue D,Ozona,TX,76943,Crockett County,This county-level emergency operations center services Crockett County. It can be reached at 325-392-2661.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Culberson County Emergency Operations Center,31.0436336,-104.8306804,300 La Caverna Road,Van Horn,TX,79855,Culberson County,This county-level emergency operations center services Culberson County. It can be reached at 432-283-2061.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Crane County Emergency Operations Center,31.3966252,-102.3518266,201 West 6Th Street,Crane,TX,79731,Crane County,This county-level emergency operations center services Crane County. It can be reached at 432-558-3581.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Cleburne Emergency Management Operations Center,32.3474342,-97.3885739,302 West Henderson Street,Cleburne,TX,76033,Johnson County,This local emergency operations center services Cleburne. It can be reached at 817-645-0972.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Stamford Emergency Operations Center,32.9455644,-99.8015293,201 East Mcharg Street,Stamford,TX,79553,Jones County,This local emergency operations center services Stamford. It can be reached at 325-773-2626.,0,0,0,1,0,,,,1
Local Emergency Operations Center,Emergency Services,Travis County Regional Emergency Operations Center-Mobile,30.2991013,-97.6916978,5010 Old Manor Road,Austin,TX,78723,Travis County,This county-level emergency operations center services Travis County. It can be reached at 512-974-0450.,0,0,0,1,0,,,,1
